"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 1980  To:  Dec 31, 2021",,,,
Ranking by Gender & Year,First Name,Frequency,Gender,Year
1170,Loraine,1,Girl,1980
1170,Loralee,1,Girl,1980
1170,Loraleigh,1,Girl,1980
1170,Lorali,1,Girl,1980
1170,Loralie,1,Girl,1980
1170,Loranne,1,Girl,1980
1170,Loree,1,Girl,1980
1170,Lorell,1,Girl,1980
1170,Lorelle,1,Girl,1980
1170,Lorie,1,Girl,1980
1170,Lorielle,1,Girl,1980
1170,Lorina,1,Girl,1980
1170,Loris,1,Girl,1980
1170,Lorisa,1,Girl,1980
1170,Lorise,1,Girl,1980
1170,Lorissa,1,Girl,1980
1170,Lornal,1,Girl,1980
1170,Lorretta,1,Girl,1980
1170,Lorrine,1,Girl,1980
1170,Louise-Monique,1,Girl,1980
1170,Lourdes,1,Girl,1980
1170,Lourie,1,Girl,1980
1170,Lovona-Lee,1,Girl,1980
1170,Luana,1,Girl,1980
1170,Lucas,1,Girl,1980
1170,Luci,1,Girl,1980
1170,Lucy,1,Girl,1980
1170,Luicinda,1,Girl,1980
1170,Ly,1,Girl,1980
1170,Lyann,1,Girl,1980
1170,Lydel,1,Girl,1980
1170,Lyla,1,Girl,1980
1170,Lyn,1,Girl,1980
1170,Lyndal,1,Girl,1980
1170,Lyn-Dee,1,Girl,1980
1170,Lyndsi,1,Girl,1980
1170,Lyndsy,1,Girl,1980
1170,Lynnea,1,Girl,1980
1170,Lynsay,1,Girl,1980
1170,Lyra,1,Girl,1980
1170,Mabyn,1,Girl,1980
1170,Madalena,1,Girl,1980
1170,Madalina,1,Girl,1980
1170,Madeliene,1,Girl,1980
1170,Madeline,1,Girl,1980
1170,Madelyn,1,Girl,1980
1170,Madelynn,1,Girl,1980
1170,Madge,1,Girl,1980
1170,Madiha,1,Girl,1980
1170,Madina,1,Girl,1980
1170,Mae,1,Girl,1980
1170,Maeghan,1,Girl,1980
1170,Maeghen,1,Girl,1980
1170,Maeve,1,Girl,1980
1170,Magan,1,Girl,1980
1170,Magdalena,1,Girl,1980
1170,Mahiri,1,Girl,1980
1170,Maite,1,Girl,1980
1170,Maja,1,Girl,1980
1170,Majida,1,Girl,1980
1170,Makedonka,1,Girl,1980
1170,Malichi,1,Girl,1980
1170,Malinda,1,Girl,1980
1170,Malka,1,Girl,1980
1170,Mallory,1,Girl,1980
1170,Malynda,1,Girl,1980
1170,Manaza,1,Girl,1980
1170,Mandeep,1,Girl,1980
1170,Mandelle,1,Girl,1980
1170,Mandie,1,Girl,1980
1170,Mandip,1,Girl,1980
1170,Mandy-Lee,1,Girl,1980
1170,Manel,1,Girl,1980
1170,Manprit,1,Girl,1980
1170,Manuela,1,Girl,1980
1170,Manya,1,Girl,1980
1170,Marcela,1,Girl,1980
1170,Marceline,1,Girl,1980
1170,Marcey,1,Girl,1980
1170,Maree,1,Girl,1980
1170,Mareen,1,Girl,1980
1170,Marelou,1,Girl,1980
1170,Maren,1,Girl,1980
1170,Maresol,1,Girl,1980
1170,Margeret,1,Girl,1980
1170,Margherita,1,Girl,1980
1170,Margo,1,Girl,1980
1170,Margorie,1,Girl,1980
1170,Marguerite,1,Girl,1980
1170,Maria-Dawn,1,Girl,1980
1170,Mariam,1,Girl,1980
1170,Mariana,1,Girl,1980
1170,Marianela,1,Girl,1980
1170,Mari-Anne,1,Girl,1980
1170,Maribeth,1,Girl,1980
1170,Mariea,1,Girl,1980
1170,Marie-Claude,1,Girl,1980
1170,Marie-Helene,1,Girl,1980
1170,Mariel,1,Girl,1980
1170,Marie-Laure,1,Girl,1980
1170,Marie-Linda-Audrey,1,Girl,1980
1170,Marie-Lise,1,Girl,1980
1170,Marie-Soleil,1,Girl,1980
1170,Marie-Teresa,1,Girl,1980
1170,Mariette,1,Girl,1980
1170,Marilou,1,Girl,1980
1170,Mariposa,1,Girl,1980
1170,Marisela,1,Girl,1980
1170,Mariska,1,Girl,1980
1170,Marissa-Lee,1,Girl,1980
1170,Marja,1,Girl,1980
1170,Marjean,1,Girl,1980
1170,Marjolaine,1,Girl,1980
1170,Marjolene,1,Girl,1980
1170,Markiana,1,Girl,1980
1170,Markita,1,Girl,1980
1170,Marla-Ann,1,Girl,1980
1170,Marlaina,1,Girl,1980
1170,Marla-Rae,1,Girl,1980
1170,Marlayna,1,Girl,1980
1170,Marlee,1,Girl,1980
1170,Marlena,1,Girl,1980
1170,Marlie-Rose,1,Girl,1980
1170,Marlies,1,Girl,1980
1170,Marlisa,1,Girl,1980
1170,Marlise,1,Girl,1980
1170,Marlys,1,Girl,1980
1170,Marney,1,Girl,1980
1170,Marnie-Rae,1,Girl,1980
1170,Maroro,1,Girl,1980
1170,Marsia,1,Girl,1980
1170,Marta,1,Girl,1980
1170,Marti,1,Girl,1980
1170,Martine,1,Girl,1980
1170,Marty,1,Girl,1980
1170,Martyne,1,Girl,1980
1170,Marvela,1,Girl,1980
1170,Mary-Anne,1,Girl,1980
1170,Mary-Eileen,1,Girl,1980
1170,Mary-Ellen,1,Girl,1980
1170,Marylene,1,Girl,1980
1170,Maryna,1,Girl,1980
1170,Maryrose,1,Girl,1980
1170,Masja,1,Girl,1980
1170,Masumi,1,Girl,1980
1170,Max,1,Girl,1980
1170,Maxie,1,Girl,1980
1170,May,1,Girl,1980
1170,Maybelle,1,Girl,1980
1170,Maylea,1,Girl,1980
1170,Maylene,1,Girl,1980
1170,Maylis,1,Girl,1980
1170,Mccahil,1,Girl,1980
1170,Mckenzie,1,Girl,1980
1170,Mckinley,1,Girl,1980
1170,Meadow,1,Girl,1980
1170,Meahgan,1,Girl,1980
1170,Mecailla,1,Girl,1980
1170,Medine,1,Girl,1980
1170,Meegan,1,Girl,1980
1170,Meera,1,Girl,1980
1170,Meghann,1,Girl,1980
1170,Megumi,1,Girl,1980
1170,Mehgan,1,Girl,1980
1170,Melaney,1,Girl,1980
1170,Melani,1,Girl,1980
1170,Mélanie,1,Girl,1980
1170,Melany,1,Girl,1980
1170,Meleena,1,Girl,1980
1170,Melenie,1,Girl,1980
1170,Melissia,1,Girl,1980
1170,Melisssa,1,Girl,1980
1170,Mellodi,1,Girl,1980
1170,Melodee,1,Girl,1980
1170,Melodi,1,Girl,1980
1170,Melonie,1,Girl,1980
1170,Melva,1,Girl,1980
1170,Melvis,1,Girl,1980
1170,Melysa,1,Girl,1980
1170,Menah,1,Girl,1980
1170,Meradith,1,Girl,1980
1170,Merideth,1,Girl,1980
1170,Merina,1,Girl,1980
1170,Merinda,1,Girl,1980
1170,Merriah,1,Girl,1980
1170,Merrilee,1,Girl,1980
1170,Merrillee,1,Girl,1980
1170,Merroney,1,Girl,1980
1170,Merry,1,Girl,1980
1170,Meryl,1,Girl,1980
1170,Mesha,1,Girl,1980
1170,Mhari,1,Girl,1980
1170,Mianna,1,Girl,1980
1170,Micaela,1,Girl,1980
1170,Micah,1,Girl,1980
1170,Michal,1,Girl,1980
1170,Michawne,1,Girl,1980
1170,Michealene,1,Girl,1980
1170,Micheil,1,Girl,1980
1170,Micheline,1,Girl,1980
1170,Midge,1,Girl,1980
1170,Migon,1,Girl,1980
1170,Mijke,1,Girl,1980
1170,Mika,1,Girl,1980
1170,Mikaela,1,Girl,1980
1170,Mikala,1,Girl,1980
1170,Mikko,1,Girl,1980
1170,Mikyla,1,Girl,1980
1170,Milissa,1,Girl,1980
1170,Millissa,1,Girl,1980
1170,Mimi,1,Girl,1980
1170,Mindi,1,Girl,1980
1170,Minota-Jean,1,Girl,1980
1170,Mira,1,Girl,1980
1170,Mireille,1,Girl,1980
1170,Mirella,1,Girl,1980
1170,Misha-El,1,Girl,1980
1170,Missy,1,Girl,1980
1170,Missy-Jo,1,Girl,1980
1170,Misty-Jean,1,Girl,1980
1170,Misty-Lee,1,Girl,1980
1170,Mlanie,1,Girl,1980
1170,Monelle,1,Girl,1980
1170,Monesa,1,Girl,1980
1170,Monia,1,Girl,1980
1170,Monic,1,Girl,1980
1170,Monlynn,1,Girl,1980
1170,Morganne,1,Girl,1980
1170,Morrie,1,Girl,1980
1170,Mouna,1,Girl,1980
1170,Mounia,1,Girl,1980
1170,Mozma,1,Girl,1980
1170,Mry,1,Girl,1980
1170,Muna,1,Girl,1980
1170,Munira,1,Girl,1980
1170,Munisha,1,Girl,1980
1170,Muri,1,Girl,1980
1170,Muriel,1,Girl,1980
1170,Mya,1,Girl,1980
1170,Mylene,1,Girl,1980
1170,Myrah,1,Girl,1980
1170,Myriam,1,Girl,1980
1170,Myrosia,1,Girl,1980
1170,Mysti,1,Girl,1980
1170,Mysty,1,Girl,1980
1170,Nahima,1,Girl,1980
1170,Nahla,1,Girl,1980
1170,Nairin,1,Girl,1980
1170,Naisa,1,Girl,1980
1170,Najat,1,Girl,1980
1170,Najla,1,Girl,1980
1170,Najla-Ahmed,1,Girl,1980
1170,Najwa,1,Girl,1980
1170,Nan,1,Girl,1980
1170,Nancie,1,Girl,1980
1170,Nancyann,1,Girl,1980
1170,Nancy-Ann,1,Girl,1980
1170,Nanette,1,Girl,1980
1170,Naomie,1,Girl,1980
1170,Naphtali,1,Girl,1980
1170,Narda,1,Girl,1980
1170,Nardeep,1,Girl,1980
1170,Nareme,1,Girl,1980
1170,Nargis,1,Girl,1980
1170,Nasreen,1,Girl,1980
1170,Natalie-Anne,1,Girl,1980
1170,Natallie,1,Girl,1980
1170,Natalya,1,Girl,1980
1170,Natara,1,Girl,1980
1170,Natascha,1,Girl,1980
1170,Natasha-Estelle,1,Girl,1980
1170,Natasha-Lynn,1,Girl,1980
1170,Natashia,1,Girl,1980
1170,Nathani,1,Girl,1980
1170,Nathania,1,Girl,1980
1170,Natisha,1,Girl,1980
1170,Nattalie,1,Girl,1980
1170,Nausheen,1,Girl,1980
1170,Navkiran,1,Girl,1980
1170,Navneet,1,Girl,1980
1170,Navtej,1,Girl,1980
1170,Naylelle,1,Girl,1980
1170,Naysa,1,Girl,1980
1170,Naz,1,Girl,1980
1170,Nazila,1,Girl,1980
1170,Nazrina,1,Girl,1980
1170,Neala,1,Girl,1980
1170,Neelkamal,1,Girl,1980
1170,Neeru,1,Girl,1980
1170,Neesje,1,Girl,1980
1170,Neila,1,Girl,1980
1170,Nelia,1,Girl,1980
1170,Nellie,1,Girl,1980
1170,Nemier,1,Girl,1980
1170,Nerissa,1,Girl,1980
1170,Nesreen,1,Girl,1980
1170,Netashia,1,Girl,1980
1170,Nethal,1,Girl,1980
1170,Nettie,1,Girl,1980
1170,Neva,1,Girl,1980
1170,Nichol,1,Girl,1980
1170,Nicki,1,Girl,1980
1170,Nicki-Jo,1,Girl,1980
1170,Nickki,1,Girl,1980
1170,Nickole,1,Girl,1980
1170,Nicole-Diane,1,Girl,1980
1170,Nikea,1,Girl,1980
1170,Nikkii,1,Girl,1980
1170,Nikola,1,Girl,1980
1170,Nini,1,Girl,1980
1170,Nitasha,1,Girl,1980
1170,Nitu,1,Girl,1980
1170,Nixie,1,Girl,1980
1170,Nkechinyere,1,Girl,1980
1170,Noel,1,Girl,1980
1170,Noele,1,Girl,1980
1170,Noha,1,Girl,1980
1170,Noor,1,Girl,1980
1170,Norelle,1,Girl,1980
1170,Noriko,1,Girl,1980
1170,Norlynn,1,Girl,1980
1170,Normie,1,Girl,1980
1170,Nosheen,1,Girl,1980
1170,Noureen,1,Girl,1980
1170,Nova,1,Girl,1980
1170,Novejot,1,Girl,1980
1170,Nuzhet,1,Girl,1980
1170,Nydia,1,Girl,1980
1170,Nyla,1,Girl,1980
1170,Nyshal,1,Girl,1980
1170,Nyssa,1,Girl,1980
1170,Ocean,1,Girl,1980
1170,Odessa,1,Girl,1980
1170,Odette,1,Girl,1980
1170,Oesa,1,Girl,1980
1170,Ogechi,1,Girl,1980
1170,Ogochukwu,1,Girl,1980
1170,Oksana,1,Girl,1980
1170,Olena,1,Girl,1980
1170,Ololade,1,Girl,1980
1170,Oluwatoyin,1,Girl,1980
1170,Omaya,1,Girl,1980
1170,Opal,1,Girl,1980
1170,Oretta,1,Girl,1980
1170,Oriana,1,Girl,1980
1170,Orlanthia,1,Girl,1980
1170,Ottelia,1,Girl,1980
1170,Page,1,Girl,1980
1170,Pamela-Lee,1,Girl,1980
1170,Pamelia,1,Girl,1980
1170,Paraskevi,1,Girl,1980
1170,Parminder,1,Girl,1980
1170,Parveen,1,Girl,1980
1170,Pascale,1,Girl,1980
1170,Patricia-Denise,1,Girl,1980
1170,Patricia-Nicole,1,Girl,1980
1170,Patti,1,Girl,1980
1170,Patty,1,Girl,1980
1170,Peggy-Ann,1,Girl,1980
1170,Peggy-Lee,1,Girl,1980
1170,Peggy-Susanne,1,Girl,1980
1170,Penelope,1,Girl,1980
1170,Peni,1,Girl,1980
1170,Pennie,1,Girl,1980
1170,Perri,1,Girl,1980
1170,Perveen,1,Girl,1980
1170,Petrina,1,Girl,1980
1170,Phashan,1,Girl,1980
1170,Phoenix,1,Girl,1980
1170,Phuong-Dan,1,Girl,1980
1170,Phyllis,1,Girl,1980
1170,Pia,1,Girl,1980
1170,Ping,1,Girl,1980
1170,Poonam,1,Girl,1980
1170,Priscilla-Anne,1,Girl,1980
1170,Prubhjot,1,Girl,1980
1170,Prudence,1,Girl,1980
1170,Quimma,1,Girl,1980
1170,Quinne,1,Girl,1980
1170,Quonna,1,Girl,1980
1170,Quyen,1,Girl,1980
1170,Raakel,1,Girl,1980
1170,Rabieaa,1,Girl,1980
1170,Racheal,1,Girl,1980
1170,Rachele,1,Girl,1980
1170,Rachel-Mae,1,Girl,1980
1170,Rachita,1,Girl,1980
1170,Racquel,1,Girl,1980
1170,Radha,1,Girl,1980
1170,Radika,1,Girl,1980
1170,Raeann,1,Girl,1980
1170,Rae-Anne,1,Girl,1980
1170,Raechel,1,Girl,1980
1170,Raedee,1,Girl,1980
1170,Raelee,1,Girl,1980
1170,Raeleigh,1,Girl,1980
1170,Rae-Lyn,1,Girl,1980
1170,Raelynn,1,Girl,1980
1170,Rae-Lynne,1,Girl,1980
1170,Raenell,1,Girl,1980
1170,Raewyn,1,Girl,1980
1170,Rafiat,1,Girl,1980
1170,Rafya,1,Girl,1980
1170,Rageena,1,Girl,1980
1170,Ragen,1,Girl,1980
1170,Rahela,1,Girl,1980
1170,Rainette,1,Girl,1980
1170,Rajdeep,1,Girl,1980
1170,Rajwant,1,Girl,1980
1170,Rakhi,1,Girl,1980
1170,Raman-Deep,1,Girl,1980
1170,Ramanjot,1,Girl,1980
1170,Ramia,1,Girl,1980
1170,Rana,1,Girl,1980
1170,Randall,1,Girl,1980
1170,Randay,1,Girl,1980
1170,Randea,1,Girl,1980
1170,Randi-Lee,1,Girl,1980
1170,Ranjani,1,Girl,1980
1170,Raquel,1,Girl,1980
1170,Rashelle,1,Girl,1980
1170,Rayane,1,Girl,1980
1170,Rayann,1,Girl,1980
1170,Raydn,1,Girl,1980
1170,Raymee,1,Girl,1980
1170,Rayne,1,Girl,1980
1170,Raynna,1,Girl,1980
1170,Reana,1,Girl,1980
1170,Reanne,1,Girl,1980
1170,Rebbecca,1,Girl,1980
1170,Rebecka,1,Girl,1980
1170,Rebekha,1,Girl,1980
1170,Reda,1,Girl,1980
1170,Reeakoe,1,Girl,1980
1170,Reegan,1,Girl,1980
1170,Reghan,1,Girl,1980
1170,Reichelle,1,Girl,1980
1170,Reilly,1,Girl,1980
1170,Reily,1,Girl,1980
1170,Reina,1,Girl,1980
1170,Reine,1,Girl,1980
1170,Rekha,1,Girl,1980
1170,Renal,1,Girl,1980
1170,Renata,1,Girl,1980
1170,Renata-Anna,1,Girl,1980
1170,Renate,1,Girl,1980
1170,Renda,1,Girl,1980
1170,René,1,Girl,1980
1170,Reneé,1,Girl,1980
1170,Renée,1,Girl,1980
1170,Renessa,1,Girl,1980
1170,Renu,1,Girl,1980
1170,Resa,1,Girl,1980
1170,Reyna,1,Girl,1980
1170,Rhaea,1,Girl,1980
1170,Rhaena,1,Girl,1980
1170,Rhawnie,1,Girl,1980
1170,Rheana,1,Girl,1980
1170,Rhian,1,Girl,1980
1170,Rhiana,1,Girl,1980
1170,Rhiannon-Lee,1,Girl,1980
1170,Rhoda,1,Girl,1980
1170,Rhodelyn,1,Girl,1980
1170,Rhyan,1,Girl,1980
1170,Rica,1,Girl,1980
1170,Rickii,1,Girl,1980
1170,Rima,1,Girl,1980
1170,Rio,1,Girl,1980
1170,Risa,1,Girl,1980
1170,Rizalyn,1,Girl,1980
1170,Roanna,1,Girl,1980
1170,Robi-Lea,1,Girl,1980
1170,Robynn,1,Girl,1980
1170,Rochelle-Jan,1,Girl,1980
1170,Roechelle,1,Girl,1980
1170,Rojean,1,Girl,1980
1170,Rolanda,1,Girl,1980
1170,Rolanna,1,Girl,1980
1170,Ronaca,1,Girl,1980
1170,Rondelle,1,Girl,1980
1170,Ronelle,1,Girl,1980
1170,Roni,1,Girl,1980
1170,Ronia,1,Girl,1980
1170,Ronni-Lynn,1,Girl,1980
1170,Roopkamal,1,Girl,1980
1170,Rosaleen,1,Girl,1980
1170,Rosalia,1,Girl,1980
1170,Rosaline,1,Girl,1980
1170,Rosalynd,1,Girl,1980
1170,Rosamund,1,Girl,1980
1170,Roschana,1,Girl,1980
1170,Roseann,1,Girl,1980
1170,Rosella,1,Girl,1980
1170,Roselyn,1,Girl,1980
1170,Rose-Mary,1,Girl,1980
1170,Roula,1,Girl,1980
1170,Roxane,1,Girl,1980
1170,Roxene,1,Girl,1980
1170,Rozalyn,1,Girl,1980
1170,Ruby,1,Girl,1980
1170,Ruchi,1,Girl,1980
1170,Rudelle,1,Girl,1980
1170,Rukhsana,1,Girl,1980
1170,Runa,1,Girl,1980
1170,Ruqayya,1,Girl,1980
1170,Ruth-Ann,1,Girl,1980
1170,Ruthanne,1,Girl,1980
1170,Ruzena,1,Girl,1980
1170,Ryan,1,Girl,1980
1170,Rylie,1,Girl,1980
1170,Sabahat,1,Girl,1980
1170,Sabina,1,Girl,1980
1170,Sabrea,1,Girl,1980
1170,Sabrinia,1,Girl,1980
1170,Sadaf,1,Girl,1980
1170,Sadi,1,Girl,1980
1170,Sadia,1,Girl,1980
1170,Sadye,1,Girl,1980
1170,Sa-Ga-Staow,1,Girl,1980
1170,Sahar,1,Girl,1980
1170,Sajida,1,Girl,1980
1170,Salena,1,Girl,1980
1170,Salene,1,Girl,1980
1170,Sally-Mary,1,Girl,1980
1170,Salome,1,Girl,1980
1170,Salwa,1,Girl,1980
1170,Samah,1,Girl,1980
1170,Samantha-Anne,1,Girl,1980
1170,Samara,1,Girl,1980
1170,Samatha,1,Girl,1980
1170,Sammi,1,Girl,1980
1170,Sammie,1,Girl,1980
1170,Sandi-Lee,1,Girl,1980
1170,Sandi-Rae,1,Girl,1980
1170,Sandra-Lyn,1,Girl,1980
1170,Sandra-Maria,1,Girl,1980
1170,Sandre,1,Girl,1980
1170,Sangeet,1,Girl,1980
1170,Sangeeta,1,Girl,1980
1170,Sanja,1,Girl,1980
1170,Santhia,1,Girl,1980
1170,Santina,1,Girl,1980
1170,Sapan,1,Girl,1980
1170,Sapna,1,Girl,1980
1170,Sara-Anne,1,Girl,1980
1170,Sarahann,1,Girl,1980
1170,Sarah-Anne,1,Girl,1980
1170,Sarah-Beth,1,Girl,1980
1170,Sarah-Jane,1,Girl,1980
1170,Sarah-Lee,1,Girl,1980
1170,Sarah-Lynn,1,Girl,1980
1170,Sara-Lyn,1,Girl,1980
1170,Sara-Lynn,1,Girl,1980
1170,Sara-Lynne,1,Girl,1980
1170,Sarina,1,Girl,1980
1170,Satinder,1,Girl,1980
1170,Sativa,1,Girl,1980
1170,Saunia,1,Girl,1980
1170,Savitha,1,Girl,1980
1170,Savona,1,Girl,1980
1170,Savrina,1,Girl,1980
1170,Sayler,1,Girl,1980
1170,Saylish,1,Girl,1980
1170,Scarlet,1,Girl,1980
1170,Schanell,1,Girl,1980
1170,Scheri,1,Girl,1980
1170,Seana,1,Girl,1980
1170,Seham,1,Girl,1980
1170,Selwah,1,Girl,1980
1170,Semantha,1,Girl,1980
1170,Senem,1,Girl,1980
1170,Serie,1,Girl,1980
1170,Shadia,1,Girl,1980
1170,Shaela,1,Girl,1980
1170,Shailaz,1,Girl,1980
1170,Shainoor,1,Girl,1980
1170,Shaista,1,Girl,1980
1170,Shaleen,1,Girl,1980
1170,Shaleena,1,Girl,1980
1170,Shalena-Lee,1,Girl,1980
1170,Shalene,1,Girl,1980
1170,Shalia,1,Girl,1980
1170,Shalini,1,Girl,1980
1170,Shallan,1,Girl,1980
1170,Shallon,1,Girl,1980
1170,Shalon,1,Girl,1980
1170,Shalyn,1,Girl,1980
1170,Shaminder,1,Girl,1980
1170,Shandai-Larai,1,Girl,1980
1170,Shanda-Lee,1,Girl,1980
1170,Shandel,1,Girl,1980
1170,Shandele,1,Girl,1980
1170,Shandell,1,Girl,1980
1170,Shaneeda,1,Girl,1980
1170,Shanell,1,Girl,1980
1170,Shanis,1,Girl,1980
1170,Shannalee,1,Girl,1980
1170,Shanna-Lynne,1,Girl,1980
1170,Shannan,1,Girl,1980
1170,Shannell,1,Girl,1980
1170,Shannelle,1,Girl,1980
1170,Shantal,1,Girl,1980
1170,Shantie,1,Girl,1980
1170,Shanyn,1,Girl,1980
1170,Shar,1,Girl,1980
1170,Shara-Lee,1,Girl,1980
1170,Shara-Lynne,1,Girl,1980
1170,Sharandeep,1,Girl,1980
1170,Shareen,1,Girl,1980
1170,Shariefah,1,Girl,1980
1170,Sharifa,1,Girl,1980
1170,Sharilee,1,Girl,1980
1170,Shari-Lynne,1,Girl,1980
1170,Sharisse,1,Girl,1980
1170,Sharlaann,1,Girl,1980
1170,Sharli,1,Girl,1980
1170,Sharlot,1,Girl,1980
1170,Sharmaine,1,Girl,1980
1170,Sharman,1,Girl,1980
1170,Sharmayne,1,Girl,1980
1170,Sharmi,1,Girl,1980
1170,Sharmila,1,Girl,1980
1170,Sharmon,1,Girl,1980
1170,Sharra,1,Girl,1980
1170,Sharri-Ann,1,Girl,1980
1170,Sharron,1,Girl,1980
1170,Shaughnessy,1,Girl,1980
1170,Shauna-Daun,1,Girl,1980
1170,Shauna-Lynn,1,Girl,1980
1170,Shaundel,1,Girl,1980
1170,Shaunette,1,Girl,1980
1170,Shauntel,1,Girl,1980
1170,Shavaune,1,Girl,1980
1170,Shavinder,1,Girl,1980
1170,Shavitra-Devi,1,Girl,1980
1170,Shavon,1,Girl,1980
1170,Shawna-Lee,1,Girl,1980
1170,Shawna-Rae,1,Girl,1980
1170,Shawne,1,Girl,1980
1170,Shawnene,1,Girl,1980
1170,Shawntel,1,Girl,1980
1170,Shawntille,1,Girl,1980
1170,Shaye,1,Girl,1980
1170,Shaylin,1,Girl,1980
1170,Shayroz,1,Girl,1980
1170,Shazma,1,Girl,1980
1170,Shea,1,Girl,1980
1170,Sheana,1,Girl,1980
1170,Sheau-Yun,1,Girl,1980
1170,Sheaya,1,Girl,1980
1170,Sheighla,1,Girl,1980
1170,Sheija,1,Girl,1980
1170,Sheizana,1,Girl,1980
1170,Shelaine,1,Girl,1980
1170,Shelby,1,Girl,1980
1170,Shellah,1,Girl,1980
1170,Shelley-Mae,1,Girl,1980
1170,Shelly-Ann,1,Girl,1980
1170,Shelora,1,Girl,1980
1170,Shelyn,1,Girl,1980
1170,Shena,1,Girl,1980
1170,Shere,1,Girl,1980
1170,Sheree,1,Girl,1980
1170,Shereen,1,Girl,1980
1170,Sherese,1,Girl,1980
1170,Sheresse,1,Girl,1980
1170,Sheriann,1,Girl,1980
1170,Sheri-Anne,1,Girl,1980
1170,Sherida,1,Girl,1980
1170,Sheridan,1,Girl,1980
1170,Sherie,1,Girl,1980
1170,Sheri-Lee,1,Girl,1980
1170,Sheri-Lin,1,Girl,1980
1170,Sheri-Lynn,1,Girl,1980
1170,Sherlyn,1,Girl,1980
1170,Sherolyn,1,Girl,1980
1170,Sherree,1,Girl,1980
1170,Sherri-Lee,1,Girl,1980
1170,Sherri-Lynn,1,Girl,1980
1170,Sherron,1,Girl,1980
1170,Sherryann,1,Girl,1980
1170,Sheryle,1,Girl,1980
1170,She-Yee,1,Girl,1980
1170,Shiela,1,Girl,1980
1170,Shila,1,Girl,1980
1170,Shiloe,1,Girl,1980
1170,Shirrae,1,Girl,1980
1170,Shizu,1,Girl,1980
1170,Shona,1,Girl,1980
1170,Shu,1,Girl,1980
1170,Shuneen,1,Girl,1980
1170,Shyanne,1,Girl,1980
1170,Siann,1,Girl,1980
1170,Sif,1,Girl,1980
1170,Siham,1,Girl,1980
1170,Silvie,1,Girl,1980
1170,Simeen,1,Girl,1980
1170,Simrat,1,Girl,1980
1170,Sindy,1,Girl,1980
1170,Sioban,1,Girl,1980
1170,Siobhain,1,Girl,1980
1170,Sirkha,1,Girl,1980
1170,Snover,1,Girl,1980
1170,Sohinee,1,Girl,1980
1170,Soledad,1,Girl,1980
1170,Solveig,1,Girl,1980
1170,Sommer,1,Girl,1980
1170,Sondra,1,Girl,1980
1170,Sonnia,1,Girl,1980
1170,Soraya,1,Girl,1980
1170,Spring,1,Girl,1980
1170,Stacey-Anne,1,Girl,1980
1170,Staci,1,Girl,1980
1170,Stamatina,1,Girl,1980
1170,Starleigh,1,Girl,1980
1170,Stasha,1,Girl,1980
1170,Stasia,1,Girl,1980
1170,Stephani,1,Girl,1980
1170,Stephania,1,Girl,1980
1170,Stephany,1,Girl,1980
1170,Stevie,1,Girl,1980
1170,Stevie-Lee,1,Girl,1980
1170,Stormy,1,Girl,1980
1170,Suaimhneas,1,Girl,1980
1170,Subrina,1,Girl,1980
1170,Suchi,1,Girl,1980
1170,Sudeep,1,Girl,1980
1170,Sue-Jean,1,Girl,1980
1170,Sueleigh,1,Girl,1980
1170,Suellen,1,Girl,1980
1170,Sujan,1,Girl,1980
1170,Sulyn,1,Girl,1980
1170,Sumerlee,1,Girl,1980
1170,Sunita,1,Girl,1980
1170,Sunshine,1,Girl,1980
1170,Surie,1,Girl,1980
1170,Surita,1,Girl,1980
1170,Suryanna,1,Girl,1980
1170,Susann,1,Girl,1980
1170,Susannah,1,Girl,1980
1170,Susi,1,Girl,1980
1170,Susie,1,Girl,1980
1170,Susitha,1,Girl,1980
1170,Su-Yin,1,Girl,1980
1170,Suzan,1,Girl,1980
1170,Suzie,1,Girl,1980
1170,Suzzanna,1,Girl,1980
1170,Svea,1,Girl,1980
1170,Sydney,1,Girl,1980
1170,Sylevine,1,Girl,1980
1170,Syvonna,1,Girl,1980
1170,Szilvia,1,Girl,1980
1170,Tabeja,1,Girl,1980
1170,Tacha,1,Girl,1980
1170,Taciana,1,Girl,1980
1170,Tacy,1,Girl,1980
1170,Tadewi,1,Girl,1980
1170,Tahl,1,Girl,1980
1170,Tahra,1,Girl,1980
1170,Tak,1,Girl,1980
1170,Taliah,1,Girl,1980
1170,Talitha,1,Girl,1980
1170,Tam,1,Girl,1980
1170,Tama,1,Girl,1980
1170,Tamar,1,Girl,1980
1170,Tameran,1,Girl,1980
1170,Tamica,1,Girl,1980
1170,Tamilyn,1,Girl,1980
1170,Tamizan,1,Girl,1980
1170,Tammara,1,Girl,1980
1170,Tammie,1,Girl,1980
1170,Tammy-Lyne,1,Girl,1980
1170,Tammy-Lynn,1,Girl,1980
1170,Tamra,1,Girl,1980
1170,Tamsen,1,Girl,1980
1170,Taneill,1,Girl,1980
1170,Tangie,1,Girl,1980
1170,Tania-Marie,1,Girl,1980
1170,Tanja-Tonka,1,Girl,1980
1170,Tannea,1,Girl,1980
1170,Tannielle,1,Girl,1980
1170,Tannika,1,Girl,1980
1170,Tanniss,1,Girl,1980
1170,Tansy,1,Girl,1980
1170,Tanuja,1,Girl,1980
1170,Tanya-Lee,1,Girl,1980
1170,Tanye,1,Girl,1980
1170,Tara-Leigh,1,Girl,1980
